date,store_id,sku,product_category,total_sales_units,on_hand_inventory_units,replenishment_units,inventory_pipeline,units_in_transit,units_in_dc,units_on_order,units_under_promotion,shelf_capacity
2019-08-02,871,110,Category 02,4,96,0,120,0,0,24,0,180
2019-08-04,871,110,Category 02,5,87,0,110,0,0,24,0,180
2019-08-05,871,110,Category 02,4,84,0,131,0,24,24,0,180
2019-08-07,871,110,Category 02,3,104,0,103,0,0,0,0,180
2019-08-10,871,110,Category 02,2,89,0,88,0,0,0,0,180
2019-08-11,871,110,Category 02,3,86,0,109,0,0,24,0,180
2019-08-12,871,110,Category 02,3,84,0,107,0,0,24,0,180
2019-08-15,871,110,Category 02,4,79,0,126,0,0,48,0,180
2019-08-16,871,110,Category 02,3,77,0,124,0,0,48,0,180
2019-08-17,871,110,Category 02,2,74,0,122,0,0,48,0,180
2019-08-18,871,110,Category 02,0,75,0,74,0,0,0,0,180
2019-08-19,871,110,Category 02,2,74,0,121,0,0,48,0,180
2019-08-21,871,110,Category 02,3,58,20,126,20,0,48,0,180
2019-08-22,871,110,Category 02,0,78,0,126,0,0,48,0,180
2019-08-24,871,110,Category 02,7,69,48,116,48,0,0,0,108
2019-08-25,871,110,Category 02,7,62,0,110,48,0,0,0,108
2019-08-27,871,110,Category 02,6,103,0,102,0,0,0,0,108
2019-08-30,871,110,Category 02,2,100,0,100,0,0,0,0,108
2019-09-03,871,110,Category 02,0,97,0,96,0,0,0,0,108
2019-09-06,871,110,Category 02,2,95,0,94,0,0,0,0,108
2019-09-11,871,110,Category 02,2,93,0,93,0,0,0,0,108
2019-09-16,871,110,Category 02,0,93,0,93,0,0,0,0,108
2019-09-21,871,110,Category 02,0,92,0,92,0,0,0,0,108
2019-09-23,871,110,Category 02,0,92,0,92,0,0,0,0,108
2019-09-24,871,110,Category 02,0,92,0,92,0,0,0,0,108
2019-09-27,871,110,Category 02,0,92,0,92,0,0,0,0,108
2019-10-01,871,110,Category 02,0,91,0,91,0,0,0,0,108
2019-10-11,871,110,Category 02,0,87,0,87,0,0,0,0,108
2019-10-13,871,110,Category 02,0,87,0,87,0,0,0,0,108
2019-10-14,871,110,Category 02,0,87,0,87,0,0,0,0,108
2019-10-16,871,110,Category 02,0,87,0,87,0,0,0,0,108
2019-10-17,871,110,Category 02,0,87,0,87,0,0,0,0,108
2019-10-18,871,110,Category 02,0,87,0,87,0,0,0,0,108
2019-10-21,871,110,Category 02,0,88,0,87,0,0,0,0,108
2019-10-22,871,110,Category 02,3,86,0,85,0,0,0,0,108
2019-10-23,871,110,Category 02,3,84,0,83,0,0,0,0,108
2019-10-24,871,110,Category 02,3,82,0,81,0,0,0,0,108
2019-10-29,871,110,Category 02,2,76,0,75,0,0,0,0,108
2019-10-30,871,110,Category 02,4,73,0,72,0,0,0,0,108
2019-11-02,871,110,Category 02,3,71,0,70,0,0,0,0,108
2019-11-05,871,110,Category 02,2,67,0,66,0,0,0,0,108
2019-11-06,871,110,Category 02,3,64,0,64,0,0,0,0,108
2019-11-07,871,110,Category 02,0,64,0,64,0,0,0,0,108
2019-11-08,871,110,Category 02,0,65,0,64,0,0,0,0,108
2019-11-09,871,110,Category 02,3,63,0,62,0,0,0,0,108
2019-11-11,871,110,Category 02,2,61,0,61,0,0,0,0,108
2019-11-12,871,110,Category 02,0,62,0,61,0,0,0,0,108
2019-11-14,871,110,Category 02,2,59,0,58,0,0,0,0,108
2019-11-15,871,110,Category 02,3,57,0,56,0,0,0,0,108
2019-11-17,871,110,Category 02,4,54,0,53,0,0,0,0,108
2019-11-19,871,110,Category 02,2,50,0,50,0,0,0,0,108
2019-11-21,871,110,Category 02,0,51,0,74,0,0,24,0,108
2019-11-22,871,110,Category 02,2,50,0,73,0,0,24,0,108
2019-11-23,871,110,Category 02,2,49,0,48,0,0,0,0,108
2019-11-24,871,110,Category 02,2,47,0,47,0,0,0,0,108
2019-11-26,871,110,Category 02,0,0,0,0,0,0,0,0,108
2019-11-29,871,110,Category 02,0,43,0,67,0,0,24,0,108
2019-11-30,871,110,Category 02,0,43,0,67,0,0,24,0,108
2019-12-01,871,110,Category 02,0,43,0,67,0,0,24,0,108
2019-12-04,871,110,Category 02,0,68,0,91,0,24,0,0,108
2019-12-06,871,110,Category 02,7,62,0,61,0,0,0,0,108
2019-12-08,871,110,Category 02,2,59,0,59,0,0,0,0,108
2019-12-09,871,110,Category 02,0,59,0,59,0,0,0,0,108
2019-12-10,871,110,Category 02,0,59,0,59,0,0,0,0,108
2019-12-12,871,110,Category 02,0,56,0,56,0,0,0,0,108
2019-12-13,871,110,Category 02,0,57,0,56,0,0,0,0,108
2019-12-15,871,110,Category 02,3,51,0,75,0,0,24,0,108
2019-12-16,871,110,Category 02,0,52,0,75,0,0,24,0,108
2019-12-18,871,110,Category 02,2,49,0,73,0,0,24,0,108
2019-12-19,871,110,Category 02,0,49,0,73,0,0,24,0,108
2019-12-22,871,110,Category 02,0,72,0,71,0,0,0,0,108
2019-12-23,871,110,Category 02,3,69,0,69,0,0,0,0,108
2019-12-25,871,110,Category 02,0,69,0,69,0,0,0,0,108
2019-12-29,871,110,Category 02,0,68,0,68,0,0,0,0,108
2019-12-31,871,110,Category 02,0,67,0,67,0,0,0,0,108
2020-01-05,871,110,Category 02,0,67,0,67,0,0,0,0,108
2020-01-06,871,110,Category 02,0,67,0,67,0,0,0,0,108
2020-01-07,871,110,Category 02,0,67,0,67,0,0,0,0,108
2020-01-12,871,110,Category 02,0,67,0,67,0,0,0,0,108
2020-01-14,871,110,Category 02,0,67,0,67,0,0,0,0,108
2020-01-15,871,110,Category 02,0,67,0,67,0,0,0,0,108
2020-01-16,871,110,Category 02,0,68,0,67,0,0,0,0,108
2020-01-19,871,110,Category 02,2,66,0,65,0,0,0,0,108
2020-01-22,871,110,Category 02,2,62,0,62,0,0,0,0,108
2020-01-25,871,110,Category 02,0,61,0,60,0,0,0,0,108
2020-01-30,871,110,Category 02,2,58,0,57,0,0,0,0,108
2020-02-01,871,110,Category 02,3,55,0,55,0,0,0,0,108
2020-02-03,871,110,Category 02,0,54,0,53,0,0,0,0,108
2020-02-07,871,110,Category 02,2,50,0,50,0,0,0,0,108
2020-02-09,871,110,Category 02,0,49,0,49,0,0,0,0,108
2020-02-10,871,110,Category 02,0,50,0,49,0,0,0,0,108
2020-02-11,871,110,Category 02,2,49,0,48,0,0,0,0,108
2020-02-12,871,110,Category 02,2,47,0,47,0,0,0,0,108
2020-02-15,871,110,Category 02,0,47,0,47,0,0,0,0,108
2020-02-16,871,110,Category 02,0,47,0,47,0,0,0,0,108
2020-02-17,871,110,Category 02,0,47,0,47,0,0,0,0,108
2020-02-20,871,110,Category 02,0,47,0,47,0,0,0,0,108
2020-02-21,871,110,Category 02,0,47,0,47,0,0,0,0,108
2020-02-28,871,110,Category 02,0,47,0,47,0,0,0,0,108
2020-02-29,871,110,Category 02,0,48,0,47,0,0,0,0,108
2020-03-01,871,110,Category 02,2,46,0,46,0,0,0,0,108
2020-03-03,871,110,Category 02,0,46,0,46,0,0,0,0,108
2020-03-06,871,110,Category 02,0,46,0,46,0,0,0,0,108
2020-03-07,871,110,Category 02,0,46,0,46,0,0,0,0,108
2020-03-12,871,110,Category 02,0,47,0,46,0,0,0,0,108
2020-03-17,871,110,Category 02,6,41,0,41,0,0,0,0,108
2020-03-20,871,110,Category 02,0,33,0,57,0,0,24,0,108
2020-03-24,871,110,Category 02,0,31,0,54,0,0,24,0,192
2020-03-26,871,110,Category 02,2,28,0,28,0,0,0,0,192
2020-03-28,871,110,Category 02,0,28,0,28,0,0,0,0,192
2020-03-31,871,110,Category 02,0,29,0,28,0,0,0,0,192
2020-04-03,871,110,Category 02,3,26,0,26,0,0,0,0,192
2020-04-04,871,110,Category 02,0,26,0,50,0,0,24,0,192
2020-04-06,871,110,Category 02,0,26,0,50,0,0,24,0,192
2020-04-08,871,110,Category 02,0,26,0,50,0,0,24,0,192
2020-04-15,871,110,Category 02,0,25,0,49,0,0,24,0,192
2020-04-16,871,110,Category 02,0,25,0,49,0,0,24,0,192
2020-04-17,871,110,Category 02,0,25,0,49,0,0,24,0,192
2020-04-22,871,110,Category 02,0,25,0,49,0,0,24,0,192
2020-04-24,871,110,Category 02,0,25,0,49,0,0,24,0,192
2020-04-25,871,110,Category 02,0,25,0,49,0,0,24,0,192
2020-04-26,871,110,Category 02,0,25,0,25,0,0,0,0,192
2020-04-27,871,110,Category 02,0,25,0,49,0,0,24,0,192
2020-05-02,871,110,Category 02,0,25,0,25,0,0,0,0,192
2020-05-09,871,110,Category 02,0,25,0,49,0,0,24,0,192
2020-05-10,871,110,Category 02,0,25,0,49,0,0,24,0,192
2020-05-12,871,110,Category 02,0,25,0,49,0,0,24,0,192
2020-05-13,871,110,Category 02,0,25,0,49,0,0,24,0,192
2020-05-14,871,110,Category 02,0,25,0,49,0,0,24,0,192
2020-05-15,871,110,Category 02,0,25,0,25,0,0,0,0,192
2020-05-17,871,110,Category 02,0,25,0,49,0,0,24,0,0
2020-05-18,871,110,Category 02,0,25,0,25,0,0,0,0,0
2020-05-19,871,110,Category 02,0,25,0,25,0,0,0,0,0
2020-05-21,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-05-25,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-05-27,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-05-28,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-06-01,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-06-04,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-06-06,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-06-07,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-06-08,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-06-11,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-06-12,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-06-13,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-06-15,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-06-16,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-06-17,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-06-21,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-06-25,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-06-26,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-06-30,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-07-05,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-07-07,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-07-09,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-07-10,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-07-15,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-07-22,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-07-30,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-08-01,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-08-04,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-08-06,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-08-07,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-08-08,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-08-10,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-08-12,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-08-13,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-08-14,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-08-19,871,110,Category 02,0,0,0,0,0,0,0,0,0
2020-08-21,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-08-22,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-08-23,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-08-24,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-08-25,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-08-26,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-08-30,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-09-01,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-09-03,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-09-04,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-09-12,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-09-15,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-09-19,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-09-24,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-09-25,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-09-27,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-09-28,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-09-30,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-10-01,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-10-02,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-10-03,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-10-05,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-10-06,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-10-07,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-10-11,871,110,Category 02,0,0,0,0,0,0,0,0,0
2020-10-14,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-10-16,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-10-20,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-10-24,871,110,Category 02,0,0,0,0,0,0,0,0,0
2020-10-28,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-10-29,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-11-04,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-11-05,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-11-13,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-11-15,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-11-17,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-11-18,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-11-27,871,110,Category 02,0,24,0,24,0,0,0,0,0
2020-11-28,871,110,Category 02,0,24,0,24,0,0,0,0,168
2020-11-29,871,110,Category 02,0,24,0,24,0,0,0,0,168
2020-12-01,871,110,Category 02,0,24,0,24,0,0,0,0,168
2020-12-10,871,110,Category 02,0,24,0,72,0,0,48,0,168
2020-12-11,871,110,Category 02,0,24,0,72,0,0,48,0,168
2020-12-12,871,110,Category 02,0,24,0,72,0,0,48,0,168
2020-12-13,871,110,Category 02,0,25,0,72,0,48,0,0,168
2020-12-16,871,110,Category 02,2,72,0,71,0,0,0,0,168
2020-12-18,871,110,Category 02,2,69,0,69,0,0,0,0,168
2020-12-19,871,110,Category 02,0,70,0,69,0,0,0,0,168
2020-12-21,871,110,Category 02,3,62,0,62,0,0,0,0,168
2020-12-23,871,110,Category 02,0,60,0,60,0,0,0,0,168
2020-12-26,871,110,Category 02,0,61,0,60,0,0,0,0,168
2020-12-27,871,110,Category 02,3,59,0,58,0,0,0,0,168
2020-12-28,871,110,Category 02,3,57,0,80,0,0,24,0,168
2020-12-30,871,110,Category 02,3,54,48,101,48,0,0,0,168
2021-01-01,871,110,Category 02,3,98,0,98,0,0,0,0,168
2021-01-05,871,110,Category 02,3,91,0,90,0,0,0,0,168
2021-01-06,871,110,Category 02,2,90,0,89,0,0,0,0,168
2021-01-08,871,110,Category 02,6,85,0,84,0,0,0,0,168
2021-01-09,871,110,Category 02,4,81,0,80,0,0,0,0,168
2021-01-10,871,110,Category 02,5,77,0,76,0,0,0,0,168
2021-01-11,871,110,Category 02,2,75,0,75,0,0,0,0,168
2021-01-14,871,110,Category 02,0,72,0,72,0,0,0,0,168
2021-01-19,871,110,Category 02,0,66,0,89,0,0,24,0,168
2021-01-21,871,110,Category 02,5,61,0,84,0,0,24,0,168
2021-01-28,871,110,Category 02,4,72,0,71,0,0,0,0,168
2021-01-29,871,110,Category 02,4,68,0,68,0,0,0,0,168
2021-02-02,871,110,Category 02,0,58,0,82,0,0,24,0,168
2021-02-04,871,110,Category 02,0,56,0,80,0,0,24,0,168
2021-02-06,871,110,Category 02,0,56,0,80,0,0,24,0,168
2021-02-07,871,110,Category 02,0,0,0,0,0,0,0,0,168
2021-02-08,871,110,Category 02,0,57,24,80,24,0,0,0,168
2021-02-09,871,110,Category 02,2,79,0,79,0,0,0,0,168
2021-02-10,871,110,Category 02,2,79,0,78,0,0,0,0,168
2021-02-11,871,110,Category 02,2,78,0,77,0,0,0,0,168
2021-02-12,871,110,Category 02,3,76,0,75,0,0,0,0,168
2021-02-13,871,110,Category 02,4,73,0,72,0,0,0,0,168
2021-02-14,871,110,Category 02,2,71,0,71,0,0,0,0,168
2021-02-15,871,110,Category 02,0,71,0,71,0,0,0,0,168
2021-02-16,871,110,Category 02,0,71,0,71,0,0,0,0,168
2021-02-17,871,110,Category 02,0,71,0,71,0,0,0,0,168
2021-02-18,871,110,Category 02,0,72,0,71,0,0,0,0,168
2021-02-19,871,110,Category 02,5,71,0,71,0,0,0,0,168
2021-02-20,871,110,Category 02,0,68,0,67,0,0,0,0,168
2021-02-21,871,110,Category 02,2,66,0,90,0,0,24,0,168
2021-02-22,871,110,Category 02,0,132,0,132,0,0,0,0,168
2021-02-23,871,110,Category 02,0,132,0,132,0,0,0,0,168
2021-02-24,871,110,Category 02,0,67,0,66,0,0,0,0,168
2021-02-25,871,110,Category 02,3,67,0,66,0,0,0,0,168
2021-02-26,871,110,Category 02,2,65,0,88,0,0,24,0,168
2021-02-27,871,110,Category 02,2,62,0,86,0,0,24,0,168
2021-02-28,871,110,Category 02,0,62,0,86,0,0,24,0,168
2021-03-01,871,110,Category 02,0,63,0,86,0,0,24,0,168
2021-03-02,871,110,Category 02,2,61,0,85,0,0,24,0,168
2021-03-03,871,110,Category 02,0,61,24,85,24,0,0,0,168
2021-03-04,871,110,Category 02,0,61,0,109,24,24,0,0,168
2021-03-05,871,110,Category 02,3,85,0,84,0,0,0,0,168
2021-03-06,871,110,Category 02,2,83,0,82,0,0,0,0,168
2021-03-07,871,110,Category 02,2,82,0,82,0,0,0,0,168
2021-03-08,871,110,Category 02,0,82,0,81,0,0,0,0,168
2021-03-09,871,110,Category 02,4,82,0,81,0,0,0,0,168
2021-03-10,871,110,Category 02,2,78,0,77,0,0,0,0,168
2021-03-11,871,110,Category 02,3,76,0,75,0,0,0,0,168
2021-03-12,871,110,Category 02,2,76,0,75,0,0,0,0,168
2021-03-13,871,110,Category 02,4,71,0,71,0,0,0,0,168
2021-03-14,871,110,Category 02,0,72,0,71,0,0,0,0,168
2021-03-15,871,110,Category 02,2,70,0,70,0,0,0,0,168
2021-03-16,871,110,Category 02,0,70,0,70,0,0,0,0,168
2021-03-17,871,110,Category 02,0,70,0,70,0,0,0,0,168
2021-03-18,871,110,Category 02,0,71,0,70,0,0,0,0,168
2021-03-19,871,110,Category 02,3,71,0,70,0,0,0,0,168
2021-03-20,871,110,Category 02,3,69,0,68,0,0,0,0,24
2021-03-21,871,110,Category 02,2,67,0,66,0,0,0,0,24
2021-03-22,871,110,Category 02,4,66,0,65,0,0,0,0,24
2021-03-23,871,110,Category 02,2,63,0,62,0,0,0,0,24
2021-03-24,871,110,Category 02,3,60,0,59,0,0,0,0,24
2021-03-25,871,110,Category 02,3,58,0,81,0,0,24,0,24
2021-03-26,871,110,Category 02,2,58,0,81,0,0,24,0,24
2021-03-27,871,110,Category 02,3,55,0,78,0,0,24,0,24
2021-03-28,871,110,Category 02,3,55,24,78,0,0,24,0,24
2021-03-29,871,110,Category 02,2,75,0,99,0,24,0,0,24
2021-03-30,871,110,Category 02,3,74,0,73,0,0,0,0,24
2021-03-31,871,110,Category 02,3,72,0,71,0,0,0,0,24
2021-04-01,871,110,Category 02,3,70,0,69,0,0,0,0,24
2021-04-02,871,110,Category 02,3,69,0,68,0,0,0,0,24
2021-04-03,871,110,Category 02,2,67,0,66,0,0,0,0,24
2021-04-04,871,110,Category 02,2,67,0,66,0,0,0,0,24
2021-04-05,871,110,Category 02,2,65,0,88,0,0,24,0,24
2021-04-06,871,110,Category 02,2,64,0,87,0,0,24,0,24
2021-04-07,871,110,Category 02,6,64,0,87,0,0,24,0,24
2021-04-08,871,110,Category 02,6,54,0,77,0,0,24,0,24
2021-04-09,871,110,Category 02,3,53,0,77,0,0,24,0,24
2021-04-10,871,110,Category 02,0,51,0,75,0,0,24,0,24
2021-04-11,871,110,Category 02,0,52,0,75,0,0,24,0,24
2021-04-12,871,110,Category 02,2,52,0,75,0,0,24,0,24
2021-04-13,871,110,Category 02,3,50,0,74,0,0,24,0,24
2021-04-14,871,110,Category 02,0,48,24,72,0,0,24,0,24
2021-04-15,871,110,Category 02,0,48,0,72,24,0,0,0,24
2021-04-16,871,110,Category 02,0,49,0,120,24,24,24,0,24
2021-04-17,871,110,Category 02,2,72,0,72,0,0,0,0,24
2021-04-18,871,110,Category 02,0,73,0,72,0,0,0,0,24
2021-04-19,871,110,Category 02,5,72,0,71,0,0,0,0,24
2021-04-20,871,110,Category 02,2,68,0,91,0,0,24,0,24
2021-04-21,871,110,Category 02,3,68,0,91,0,0,24,0,24
2021-04-22,871,110,Category 02,2,64,0,87,0,0,24,0,24
2021-04-23,871,110,Category 02,3,62,0,85,0,0,24,0,24
2021-04-24,871,110,Category 02,2,61,0,84,0,0,24,0,24
2021-04-25,871,110,Category 02,2,60,0,83,0,0,24,0,24
2021-04-26,871,110,Category 02,2,59,0,82,0,0,24,0,24
2021-04-27,871,110,Category 02,2,58,0,81,0,0,24,0,24
2021-04-28,871,110,Category 02,3,56,0,79,0,0,24,0,24
2021-04-29,871,110,Category 02,2,55,0,78,0,24,0,0,24
2021-05-01,871,110,Category 02,3,0,0,0,0,0,0,0,24
2019-01-03,875,64,Category 01,0,86,0,86,0,0,0,0,30
2019-01-07,875,64,Category 01,0,86,0,86,0,0,0,0,30
2019-01-08,875,64,Category 01,0,86,0,86,0,0,0,0,30
2019-01-09,875,64,Category 01,0,86,0,86,0,0,0,0,30
2019-01-11,875,64,Category 01,0,86,0,86,0,0,0,0,30
2019-01-12,875,64,Category 01,0,86,0,86,0,0,0,0,30
2019-01-13,875,64,Category 01,0,87,0,86,0,0,0,0,30
2019-01-17,875,64,Category 01,2,80,0,79,0,0,0,0,30
2019-01-18,875,64,Category 01,3,77,0,77,0,0,0,0,30
2019-01-19,875,64,Category 01,0,77,0,77,0,0,0,0,30
2019-01-22,875,64,Category 01,0,77,0,77,0,0,0,0,30
2019-01-25,875,64,Category 01,0,77,0,77,0,0,0,0,30
2019-01-27,875,64,Category 01,0,78,0,77,0,0,0,0,30
2019-01-28,875,64,Category 01,2,76,0,76,0,0,0,0,30
2019-01-30,875,64,Category 01,0,76,0,76,0,0,0,0,30
2019-01-31,875,64,Category 01,0,76,0,76,0,0,0,0,30
2019-02-04,875,64,Category 01,0,76,0,76,0,0,0,0,30
2019-02-06,875,64,Category 01,0,76,0,76,0,0,0,0,30
2019-02-08,875,64,Category 01,0,76,0,76,0,0,0,0,30
2019-02-10,875,64,Category 01,0,76,0,76,0,0,0,0,30
2019-02-11,875,64,Category 01,0,76,0,76,0,0,0,0,30
2019-02-23,875,64,Category 01,0,78,0,78,0,0,0,0,30
2019-02-27,875,64,Category 01,0,77,0,77,0,0,0,0,30
2019-03-06,875,64,Category 01,0,77,0,77,0,0,0,0,30
2019-03-07,875,64,Category 01,0,77,0,77,0,0,0,0,30
2019-03-09,875,64,Category 01,0,77,0,77,0,0,0,0,30
2019-03-12,875,64,Category 01,0,76,0,76,0,0,0,0,30
2019-03-15,875,64,Category 01,0,73,0,73,0,0,0,0,30
2019-03-16,875,64,Category 01,0,73,0,73,0,0,0,0,30
2019-03-19,875,64,Category 01,0,72,0,72,0,0,0,0,30
2019-03-21,875,64,Category 01,0,70,0,70,0,0,0,0,30
2019-03-22,875,64,Category 01,0,70,0,70,0,0,0,0,30
2019-03-24,875,64,Category 01,0,71,0,70,0,0,0,0,30
2019-03-26,875,64,Category 01,2,68,0,68,0,0,0,0,30
2019-03-28,875,64,Category 01,0,68,0,68,0,0,0,0,30
2019-03-29,875,64,Category 01,0,68,0,68,0,0,0,0,30
2019-03-30,875,64,Category 01,0,68,0,68,0,0,0,0,30
2019-04-01,875,64,Category 01,0,68,0,68,0,0,0,0,30
2019-04-02,875,64,Category 01,0,68,0,68,0,0,0,0,30
2019-04-03,875,64,Category 01,0,69,0,68,0,0,0,0,30
2019-04-05,875,64,Category 01,7,62,0,62,0,0,0,0,30
2019-04-07,875,64,Category 01,0,62,0,62,0,0,0,0,30
2019-04-10,875,64,Category 01,0,62,0,62,0,0,0,0,30
2019-04-11,875,64,Category 01,0,62,0,62,0,0,0,0,30
2019-04-13,875,64,Category 01,0,0,0,0,0,0,0,0,30
2019-04-14,875,64,Category 01,0,62,0,62,0,0,0,0,30
2019-04-16,875,64,Category 01,0,62,0,62,0,0,0,0,30
2019-04-17,875,64,Category 01,0,63,0,62,0,0,0,0,30
2019-04-18,875,64,Category 01,7,56,0,56,0,0,0,0,30
2019-04-22,875,64,Category 01,0,55,0,55,0,0,0,0,30
2019-04-24,875,64,Category 01,0,55,0,90,0,36,0,0,30
2019-04-25,875,64,Category 01,2,53,36,89,36,0,0,0,30
2019-04-26,875,64,Category 01,0,53,0,89,36,0,0,0,30
2019-04-28,875,64,Category 01,2,83,0,83,0,0,0,0,30
2019-04-29,875,64,Category 01,0,84,0,83,0,0,0,0,30
2019-05-01,875,64,Category 01,2,81,0,80,0,0,0,0,30
2019-05-02,875,64,Category 01,2,80,0,91,0,12,0,0,30
2019-05-05,875,64,Category 01,4,76,0,87,12,0,0,0,30
2019-05-08,875,64,Category 01,2,83,0,83,0,0,0,0,30
2019-05-10,875,64,Category 01,0,0,0,0,0,0,0,0,30
2019-05-12,875,64,Category 01,0,82,0,82,0,0,0,0,30
2019-05-14,875,64,Category 01,0,82,0,81,0,0,0,0,30
2019-05-16,875,64,Category 01,2,81,0,80,0,0,0,0,30
2019-05-17,875,64,Category 01,5,77,0,76,0,0,0,0,30
2019-05-20,875,64,Category 01,2,74,0,74,0,0,0,0,30
2019-05-21,875,64,Category 01,0,74,0,74,0,0,0,0,30
2019-05-26,875,64,Category 01,0,67,0,66,0,0,0,0,30
2019-05-28,875,64,Category 01,3,62,0,62,0,0,0,0,30
2019-05-29,875,64,Category 01,0,63,0,62,0,0,0,0,30
2019-06-01,875,64,Category 01,4,52,0,51,0,0,0,0,30
2019-06-03,875,64,Category 01,3,48,0,47,0,0,0,0,30
2019-06-07,875,64,Category 01,2,43,0,43,0,0,0,0,30
2019-06-12,875,64,Category 01,0,37,0,37,0,0,0,0,30
2019-06-14,875,64,Category 01,0,35,0,35,0,0,0,0,30
2019-06-16,875,64,Category 01,0,35,0,34,0,0,0,0,30
2019-06-18,875,64,Category 01,2,32,0,31,0,0,0,0,30
2019-06-19,875,64,Category 01,4,29,0,40,0,12,0,0,30
2019-06-20,875,64,Category 01,4,25,12,37,12,0,0,0,30
2019-06-21,875,64,Category 01,0,25,0,37,12,0,0,0,30
2019-06-24,875,64,Category 01,0,65,12,88,24,0,0,0,30
2019-06-25,875,64,Category 01,3,84,0,84,0,0,0,0,30
2019-06-27,875,64,Category 01,3,78,0,78,0,0,0,0,30
2019-07-04,875,64,Category 01,0,38,0,38,0,0,0,0,30
2019-07-05,875,64,Category 01,0,38,0,38,0,0,0,0,30
2019-07-06,875,64,Category 01,0,38,0,38,0,0,0,0,30
2019-07-07,875,64,Category 01,0,38,0,38,0,0,0,0,30
2019-07-09,875,64,Category 01,0,39,0,38,0,0,0,0,30
2019-07-10,875,64,Category 01,2,38,0,37,0,0,0,0,30
